"page_title","url","description","found_at_url","found_in_google_analytics","found_in_google_search_console","found_in_backlinks","found_in_list","found_in_log_summary","found_in_web_crawl","found_in_sitemap","topic_similarities"
"Bristol Virginia Public Schools | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/15638",,"https://www.sourcewell-mn.gov/lookup?page=384",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"Brandywine Heights Area School District | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/66864",,"https://www.sourcewell-mn.gov/lookup?page=364",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"Global Search | Sourcewell","https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Anews&f%5B2%5D=filters%3Apage&page=263",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Anews&f%5B2%5D=filters%3Apage&page=259",,,,,,true,false,"[{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.601},{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.535},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.503},{""slot_no"":2,""topic_type"":""user"",""topic_name"":""Fleet Management and Vehicle Procurement Efficiencies"",""cosine_similarity"":0.501},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.485},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.42},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.379}]"
"Boothbay-Boothbay Harbor Community School District | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/201875",,"https://www.sourcewell-mn.gov/lookup?page=285",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"Global Search | Sourcewell","https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acompetitive_solicitations&f%5B1%5D=filters%3Acontractprofile&f%5B2%5D=filters%3Anews&f%5B3%5D=filters%3Apage&page=233",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acompetitive_solicitations&f%5B1%5D=filters%3Acontractprofile&f%5B2%5D=filters%3Anews&f%5B3%5D=filters%3Apage&page=229",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.69},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.652},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.651},{""slot_no"":2,""topic_type"":""user"",""topic_name"":""Fleet Management and Vehicle Procurement Efficiencies"",""cosine_similarity"":0.632},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.612},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.569},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.543},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.502},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.424},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.41}]"
"Borough of Berlin | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/220315",,"https://www.sourcewell-mn.gov/lookup?page=289",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"Global Search | Sourcewell","https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acompetitive_solicitations&f%5B1%5D=filters%3Acontractprofile&f%5B2%5D=filters%3Anews&f%5B3%5D=filters%3Apage&page=320",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acompetitive_solicitations&f%5B1%5D=filters%3Acontractprofile&f%5B2%5D=filters%3Anews&f%5B3%5D=filters%3Apage&page=317",,,,,,true,false,"[{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.513},{""slot_no"":2,""topic_type"":""user"",""topic_name"":""Fleet Management and Vehicle Procurement Efficiencies"",""cosine_similarity"":0.497},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.438},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.427}]"
"Bastrop County Water Control and Improvement District 2 | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/247201",,"https://www.sourcewell-mn.gov/lookup?page=174",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"Baxter Academy for Technology and Science | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/247430",,"https://www.sourcewell-mn.gov/lookup?page=178",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"Participating Agency Lookup: Search agencies by name and location | Sourcewell","https://www.sourcewell-mn.gov/lookup?page=247","Find a Sourcewell account number or search Sourcewell government, education, & nonprofit participants by organization name, location, & type.","https://www.sourcewell-mn.gov/lookup?page=243",,,,,,true,false,"[{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.755}]"
"Hy-Tec Construction: Contract MN-R1-GC-102825-HTC | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/mn-r1-gc-102825-htc",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&page=268",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.68},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.664},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.583},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.574},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.555},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.498},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.485},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.474}]"
"Global Search | Sourcewell","https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acompetitive_solicitations&f%5B1%5D=filters%3Acontractprofile&f%5B2%5D=filters%3Anews&page=328",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acompetitive_solicitations&f%5B1%5D=filters%3Acontractprofile&f%5B2%5D=filters%3Anews&page=327",,,,,,true,false,"[{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.631},{""slot_no"":20,""topic_type"":""user"",""topic_name"":""Navigating Vendor Partnerships Through Cooperative Contracts"",""cosine_similarity"":0.614},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.607},{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.559},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.506}]"
"Global Search | Sourcewell","https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Anews&f%5B2%5D=filters%3Apage&page=276",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Anews&f%5B2%5D=filters%3Apage&page=272",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.571},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.527},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.487},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.452},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.402}]"
"Global Search | Sourcewell","https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Anews&f%5B2%5D=filters%3Apage&page=215",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Anews&f%5B2%5D=filters%3Apage&page=213",,,,,,true,false,"[{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.625},{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.603},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.591},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.495},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.432}]"
"Appomattox County | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/129745",,"https://www.sourcewell-mn.gov/lookup?page=91",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"Participating Agency Lookup: Search agencies by name and location | Sourcewell","https://www.sourcewell-mn.gov/lookup?page=364","Find a Sourcewell account number or search Sourcewell government, education, & nonprofit participants by organization name, location, & type.","https://www.sourcewell-mn.gov/lookup?page=360",,,,,,true,false,"[{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.755}]"
"Blessed Sacrament School | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/139133",,"https://www.sourcewell-mn.gov/lookup?page=259",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"Barrington Public Schools | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/158834",,"https://www.sourcewell-mn.gov/lookup?page=168",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"BKM Construction LLC: Contract MO-R4-CC-111825-BKM | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/mo-r4-cc-111825-bkm",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&page=289",,,,,,true,false,"[{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.699},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.692},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.585},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.559},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.526},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.525},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.518},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.497},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.491}]"
"Eastern Corporation: Contract 2023-24-100-R1-RW-EAST | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/2023-24-100-r1-rw-east",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&page=269",,,,,,true,false,"[{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.692},{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.662},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.647},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.6},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.583},{""slot_no"":12,""topic_type"":""user"",""topic_name"":""Technology Procurement: Simplifying Access to IT, Software, and Digital Services"",""cosine_similarity"":0.566},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.555},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.543},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.519},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.5},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.497},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.483}]"
"Bridgman Public Schools | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/66218",,"https://www.sourcewell-mn.gov/lookup?page=378",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"Boston Public Schools | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/81479",,"https://www.sourcewell-mn.gov/lookup?page=351",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"Bristol Township School District | Sourcewell","https://www.sourcewell-mn.gov/participating-agency/180909",,"https://www.sourcewell-mn.gov/lookup?page=384",,,,,,true,false,"[{""slot_no"":22,""topic_type"":""user"",""topic_name"":""Streamlining Procurement from Solicitation to Award"",""cosine_similarity"":0.998},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.611},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.573},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.567},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.471},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.441},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.432}]"
"Global Search | Sourcewell","https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Apage&page=231",,"https://www.sourcewell-mn.gov/search?f%5B0%5D=filters%3Acontractprofile&f%5B1%5D=filters%3Apage&page=227",,,,,,true,false,"[{""slot_no"":26,""topic_type"":""user"",""topic_name"":""Public Procurement Trends to Watch"",""cosine_similarity"":0.833}]"
